Myth Cloth Original Name,Base Name,Price (JPY),Price (JPY) Tax,Announcement (JPY),Preorder (JPY),Release (JPY),Distributor (MXN),Price (MXN),Preorder (MXN),Release (MXN),Link,Distribution,LineUp,Series,Group,Metal,OCE,Revival,Restock,PlainCloth,Broken,Golden,Gold,HK,Manga,Surplice,Set,Static,Anniversary,Remarks,Events,tags,Official Images,Other Images
Goddess Athena & Saori Kido ~Divine Saga Premium Set~ EX,Goddess Athena & Saori Kido,"¥32,000","¥35,200",,7/3/2023,12/23/2023,DAM,"$5,800",12/14/2023,2/2/2024,https://tamashiiweb.com/item/14469,Stores,Myth Cloth EX,Saint Seiya,God,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,20|SAINT_CLOTH_MYTH,20th anniversary,,,"https://imagizer.imageshack.com/img923/7457/Mk6Y9K.jpg,https://imagizer.imageshack.com/img922/7246/kOfY05.jpg,https://imagizer.imageshack.com/img923/659/85r5Fv.jpg,https://imagizer.imageshack.com/img922/543/3iAW04.jpg,https://imagizer.imageshack.com/img923/2165/PXhQEw.jpg,https://imagizer.imageshack.com/img922/348/32zSip.jpg,https://imagizer.imageshack.com/img923/6052/O2V7ip.jpg,https://imagizer.imageshack.com/img922/3849/oeR11O.jpg,https://imagizer.imageshack.com/img923/329/eyhFSM.jpg,https://imagizer.imageshack.com/img924/2289/3tavbZ.jpg,https://imagizer.imageshack.com/img922/6602/AGtZAM.jpg,https://imagizer.imageshack.com/img923/6918/DpAGWZ.jpg,https://imagizer.imageshack.com/img922/9645/hmft7c.jpg,https://imagizer.imageshack.com/img922/9630/9RJkbq.jpg",
Phoenix Ikki ~New Bronze Cloth~ Golden Limited Edition EX (Restock2),Phoenix Ikki,"¥8,000","¥8,800",,11/17/2023,11/17/2023,,,,,https://tamashiiweb.com/item/13650,Tamashii Store,Myth Cloth EX,Saint Seiya,Bronze Saint V2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/7852/tuWHf4.jpg,https://imagizer.imageshack.com/img922/4328/GzzH08.jpg,https://imagizer.imageshack.com/img923/6700/9vO5Pn.jpg",
Andromeda Shun ~New Bronze Cloth~ Golden Limited Edition EX (Restock2),Andromeda Shun,"¥8,000","¥8,800",,11/17/2023,11/17/2023,,,,,https://tamashiiweb.com/item/13474,Tamashii Store,Myth Cloth EX,Saint Seiya,Bronze Saint V2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/6811/snYzwV.jpg,https://imagizer.imageshack.com/img924/6863/Rb4ZK2.jpg,https://imagizer.imageshack.com/img923/8928/uKez6y.jpg",
Cygnus Hyoga ~New Bronze Cloth~ Golden Limited Edition EX (Restock2),Cygnus Hyoga,"¥8,000","¥8,800",,11/17/2023,11/17/2023,,,,,https://tamashiiweb.com/item/13479,Tamashii Store,Myth Cloth EX,Saint Seiya,Bronze Saint V2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/9678/MVbtQc.jpg,https://imagizer.imageshack.com/img924/6770/d6z6wu.jpg,https://imagizer.imageshack.com/img924/995/OvMx6P.png",
Dragon Shiryu ~New Bronze Cloth~ Golden Limited Edition EX (Restock2),Dragon Shiryu,"¥8,000","¥8,800",,11/17/2023,11/17/2023,,,,,https://tamashiiweb.com/item/14137,Tamashii Store,Myth Cloth EX,Saint Seiya,Bronze Saint V2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/2873/tNTKkq.jpg,https://imagizer.imageshack.com/img924/1091/Jp21F2.jpg,https://imagizer.imageshack.com/img924/4917/kGyD1g.jpg,https://imagizer.imageshack.com/img924/5431/WK4IJn.jpg,https://imagizer.imageshack.com/img922/3206/2JT01N.jpg",
Pegasus Seiya ~New Bronze Cloth~ Golden Limited Edition EX (Restock2),Pegasus Seiya,"¥8,000","¥8,800",,11/17/2023,11/17/2023,,,,,https://tamashiiweb.com/item/13454,Tamashii Store,Myth Cloth EX,Saint Seiya,Bronze Saint V2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/7519/dps4em.jpg,https://imagizer.imageshack.com/img924/3533/otODhy.jpg,https://imagizer.imageshack.com/img923/9454/PKjHVL.jpg",
Gold Cloth Object <Appendix> (Restock2),Gold Cloth Object,"¥12,000","¥13,200",,11/17/2023,11/17/2023,,,,,https://tamashiiweb.com/item/14572,Tamashii Store,Appendix,Saint Seiya,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,20|SAINT_CLOTH_MYTH,20th anniversary,,,"https://imagizer.imageshack.com/img922/3755/oCeSwe.jpg,https://imagizer.imageshack.com/img923/5554/s4oQbr.jpg,https://imagizer.imageshack.com/img922/3093/Pu4izy.jpg,https://imagizer.imageshack.com/img924/9617/Rn7AaV.jpg,https://imagizer.imageshack.com/img923/2103/vn2wK7.jpg,https://imagizer.imageshack.com/img922/1438/smeeWa.jpg,https://imagizer.imageshack.com/img924/8152/LryXY4.jpg,https://imagizer.imageshack.com/img924/3973/oaJMcO.jpg,https://imagizer.imageshack.com/img924/2490/21szvx.jpg,https://imagizer.imageshack.com/img923/5461/khFBKC.jpg,https://imagizer.imageshack.com/img922/6007/mFQ4LT.jpg,https://imagizer.imageshack.com/img924/5849/u3RTm8.jpg,https://imagizer.imageshack.com/img923/1026/7ORGPu.jpg,https://imagizer.imageshack.com/img923/3674/WgDoVg.jpg",
Pegasus Seiya ~Comic Version~,Pegasus Seiya,"¥12,500","¥13,750",,9/1/2023,11/17/2023,,,,,https://tamashiiweb.com/item/14583,Tamashii Nations,Myth Cloth,Saint Seiya,Bronze Saint V1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,"This figure was sold exclusively as a commemorative item at TAMASHII NATION 2023, celebrating the 20th anniversary of the Saint Cloth Myth series.",,,"https://imagizer.imageshack.com/img922/9484/Kjusb1.jpg,https://imagizer.imageshack.com/img924/4738/4q6WnT.jpg,https://imagizer.imageshack.com/img924/1327/k7iFC2.jpg,https://imagizer.imageshack.com/img922/5012/KF1nI1.jpg,https://imagizer.imageshack.com/img922/1572/PsRF8z.jpg,https://imagizer.imageshack.com/img923/8511/BnYTns.jpg,https://imagizer.imageshack.com/img923/8886/MYzQpX.jpg,https://imagizer.imageshack.com/img924/7800/DktgsW.jpg,https://imagizer.imageshack.com/img924/408/Ea9Aq4.jpg,https://imagizer.imageshack.com/img923/3586/1qcRbS.jpg",
Scorpio Milo EX <Revival>,Scorpio Milo,"¥12,000","¥13,200",4/10/2023,4/26/2023,9/16/2023,DAM,"$2,300",9/26/2023,11/6/2023,https://tamashiiweb.com/item/14387,Stores,Myth Cloth EX,Saint Seiya,Gold Saint,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/5779/vMiqIK.jpg,https://imagizer.imageshack.com/img924/7706/mqXD5s.jpg,https://imagizer.imageshack.com/img922/1623/DNjFPX.jpg,https://imagizer.imageshack.com/img923/5361/orWkJa.jpg,https://imagizer.imageshack.com/img923/4391/mcd6Rk.jpg,https://imagizer.imageshack.com/img924/3251/sI4pVS.jpg,https://imagizer.imageshack.com/img922/2758/qLYAPw.jpg,https://imagizer.imageshack.com/img924/8753/wS8ZrL.jpg,https://imagizer.imageshack.com/img922/3027/USaIyG.jpg,https://imagizer.imageshack.com/img924/5685/PnjnlR.jpg,https://imagizer.imageshack.com/img924/9986/JfFAI9.jpg","924/dUsdfe9f,924/dUsdfe8f,924/dUsdfe7f"
Cygnus Hyoga ~Final Bronze Cloth~ EX,Cygnus Hyoga,"¥12,000","¥13,200",,3/1/2023,8/11/2023,DAM,"$2,350",8/30/2023,10/5/2023,https://tamashiiweb.com/item/14328,Stores,Myth Cloth EX,Saint Seiya,Bronze Saint V3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/5296/wBSLhg.jpg,https://imagizer.imageshack.com/img923/733/8ojnch.jpg,https://imagizer.imageshack.com/img922/9110/oix7QS.jpg,https://imagizer.imageshack.com/img922/2231/zOTis8.jpg,https://imagizer.imageshack.com/img922/4652/AvqC6E.jpg,https://imagizer.imageshack.com/img924/1458/hi1Gzl.jpg,https://imagizer.imageshack.com/img923/6491/j8nYiu.jpg,https://imagizer.imageshack.com/img922/8480/pK2nB2.jpg,https://imagizer.imageshack.com/img923/8190/3I238m.jpg,https://imagizer.imageshack.com/img923/9137/qmhl48.jpg",
Gamma Phecda Thor EX,Gamma Phecda Thor,"¥18,000","¥19,800",11/13/2022,1/12/2023,6/17/2023,DAM,"$3,480",6/29/2023,,https://tamashiiweb.com/item/14258,Stores,Myth Cloth EX,Saint Seiya,God Robe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/3331/SeohWE.jpg,https://imagizer.imageshack.com/img923/2897/0PP6uF.jpg,https://imagizer.imageshack.com/img922/7140/YsZUDz.jpg,https://imagizer.imageshack.com/img924/7274/abgKmG.jpg,https://imagizer.imageshack.com/img922/7203/DIwtzF.jpg,https://imagizer.imageshack.com/img924/4261/N7I2M8.jpg,https://imagizer.imageshack.com/img924/63/8bCnJt.jpg,https://imagizer.imageshack.com/img923/914/syLc6G.jpg,https://imagizer.imageshack.com/img923/9661/etKiFt.jpg,https://imagizer.imageshack.com/img922/8895/8Iru3H.jpg,https://imagizer.imageshack.com/img924/4437/3JfmR0.jpg,https://imagizer.imageshack.com/img924/4860/qA0dd1.jpg",
Polaris Hilda ~The Earth Representative of Odin~ <Revival>,Polaris Hilda,"¥12,000","¥13,200",,12/1/2022,5/20/2023,DAM,"$2,200",5/29/2023,,https://tamashiiweb.com/item/14217,Stores,Myth Cloth,Saint Seiya,God Robe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/5550/MFrBPo.jpg,https://imagizer.imageshack.com/img923/97/vv0gct.jpg,https://imagizer.imageshack.com/img923/7177/pWsugD.jpg,https://imagizer.imageshack.com/img922/1567/2Ozjs8.jpg,https://imagizer.imageshack.com/img924/7508/UOYqTW.jpg,https://imagizer.imageshack.com/img923/7595/Tz9low.jpg,https://imagizer.imageshack.com/img922/2154/kAvuEj.jpg,https://imagizer.imageshack.com/img922/9703/IwEuVw.jpg,https://imagizer.imageshack.com/img924/8876/DjyUH7.jpg,https://imagizer.imageshack.com/img924/706/9Osrbg.jpg,https://imagizer.imageshack.com/img923/9772/9QWpQH.jpg,https://imagizer.imageshack.com/img922/9135/VN7cDu.jpg,https://imagizer.imageshack.com/img923/8549/fnSLP3.jpg,https://imagizer.imageshack.com/img924/9342/9wmkfl.jpg",
Pegasus Seiya ~Final Bronze Cloth~ Golden Limited Edition EX,Pegasus Seiya,"¥12,000","¥13,200",,4/28/2023,4/28/2023,,"$2,400",6/16/2023,,https://tamashiiweb.com/item/14336,Tamashii World Tour,Myth Cloth EX,Saint Seiya,Bronze Saint V3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15|TAMASHII_NATIONS_WORLD_TOUR,TN World Tour 15th anniversary,,,"https://imagizer.imageshack.com/img922/2077/xxdyZJ.jpg,https://imagizer.imageshack.com/img922/7017/Hygfoh.jpg,https://imagizer.imageshack.com/img922/561/SzREwE.jpg,https://imagizer.imageshack.com/img924/3851/ch2Xym.jpg,https://imagizer.imageshack.com/img924/8177/8zhOOQ.jpg,https://imagizer.imageshack.com/img922/8510/dzH433.jpg,https://imagizer.imageshack.com/img924/1549/shfgX8.jpg,https://imagizer.imageshack.com/img923/5499/5iH0mT.jpg,https://imagizer.imageshack.com/img922/8735/DyLFSK.jpg,https://imagizer.imageshack.com/img923/8991/m1IeOE.jpg,https://imagizer.imageshack.com/img924/7172/134p3v.jpg,https://imagizer.imageshack.com/img924/9567/UZD1dF.jpg",
Cancer DeathMask EX <Revival>,Cancer DeathMask,"¥12,000","¥13,200",,11/21/2022,4/22/2023,DAM,"$2,100",4/27/2023,5/2023,https://tamashiiweb.com/item/14207,Stores,Myth Cloth EX,Saint Seiya,Gold Saint,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/7489/xpZOLd.jpg,https://imagizer.imageshack.com/img922/1238/4u197C.jpg,https://imagizer.imageshack.com/img923/6900/bzbVNM.jpg,https://imagizer.imageshack.com/img922/111/faP8yC.jpg,https://imagizer.imageshack.com/img922/8079/NS8FXW.jpg,https://imagizer.imageshack.com/img924/554/Fk1JNW.jpg,https://imagizer.imageshack.com/img923/5711/BSsgee.jpg,https://imagizer.imageshack.com/img922/8944/3gcTrR.jpg,https://imagizer.imageshack.com/img922/5711/YjcuFm.jpg,https://imagizer.imageshack.com/img923/3687/i95YQI.jpg,https://imagizer.imageshack.com/img922/4587/lZI38B.jpg,https://imagizer.imageshack.com/img924/7827/cg8lOs.jpg,https://imagizer.imageshack.com/img922/7526/v2IuPp.jpg",
SAINT SEIYA ARTlized vol.1,SAINT SEIYA ARTlized vol.1,"¥12,000","¥13,200",,1/9/2022,3/11/2023,,,,,https://tamashiiweb.com/item/14140,Stores,Tamashii Nations Box,Saint Seiya,Gold Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,,"https://imagizer.imageshack.com/img923/6373/iQfFrd.jpg,https://imagizer.imageshack.com/img922/3181/qk4wtn.jpg,https://imagizer.imageshack.com/img924/9366/H0BTGJ.jpg,https://imagizer.imageshack.com/img922/1096/545SOS.jpg,https://imagizer.imageshack.com/img923/4536/xCgUHD.jpg,https://imagizer.imageshack.com/img921/1995/i9EYK0.jpg,https://imagizer.imageshack.com/img921/8228/XEpVPb.jpg,https://imagizer.imageshack.com/img923/3425/P17Dfm.jpg,https://imagizer.imageshack.com/img922/488/rFz4yi.jpg,https://imagizer.imageshack.com/img921/1233/Lv40eZ.jpg,https://imagizer.imageshack.com/img923/7099/it5oIq.jpg,https://imagizer.imageshack.com/img921/6526/R5YSlB.jpg,https://imagizer.imageshack.com/img924/9996/kuWRLY.jpg",
Thanatos EX,Thanatos,"¥22,000","¥24,200",,7/28/2022,1/21/2023,DAM,"$3,850",1/27/2023,,https://tamashiiweb.com/item/14082,Stores,Myth Cloth EX,Saint Seiya,God,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/613/W1Eyny.jpg,https://imagizer.imageshack.com/img923/3282/lm16pP.jpg,https://imagizer.imageshack.com/img923/9448/fnmE0w.jpg,https://imagizer.imageshack.com/img923/1271/DW2fHj.jpg,https://imagizer.imageshack.com/img922/9687/IoOesu.jpg,https://imagizer.imageshack.com/img923/9317/Rf9d54.jpg,https://imagizer.imageshack.com/img923/2263/9OGIH5.jpg,https://imagizer.imageshack.com/img924/853/0FSkVa.jpg,https://imagizer.imageshack.com/img922/4657/iexlOI.jpg,https://imagizer.imageshack.com/img924/9454/8tv6ls.jpg,https://imagizer.imageshack.com/img923/7744/q1NJkw.jpg,https://imagizer.imageshack.com/img923/7324/DOUmjK.jpg,https://imagizer.imageshack.com/img922/5853/Dppsmw.jpg,https://imagizer.imageshack.com/img923/9017/CNZXkI.jpg",
Centaurus Babel,Centaurus Babel,"¥11,000","¥12,100",,5/27/2022,11/17/2022,DAM,"$1,999",11/25/2022,,https://tamashiiweb.com/item/14025,Tamashii Web Shop,Myth Cloth,Saint Seiya,Silver Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/283/nrTskr.jpg,https://imagizer.imageshack.com/img924/9250/J8ZXTZ.jpg,https://imagizer.imageshack.com/img923/9053/7p7PwV.jpg,https://imagizer.imageshack.com/img924/7265/Ecw49i.jpg,https://imagizer.imageshack.com/img923/429/gx21s3.jpg,https://imagizer.imageshack.com/img922/8549/2kURMf.jpg,https://imagizer.imageshack.com/img924/3056/9A5RKT.jpg,https://imagizer.imageshack.com/img924/3544/T0jovF.jpg,https://imagizer.imageshack.com/img924/7228/zvIZw0.jpg,https://imagizer.imageshack.com/img924/6784/fdxWyE.jpg",
Dragon Shiryu ~New Bronze Cloth~ Golden Limited Edition EX,Dragon Shiryu,"¥8,000","¥8,800",,,10/29/2022,,,,,https://tamashiiweb.com/item/14137,Tamashii Store,Myth Cloth EX,Saint Seiya,Bronze Saint V2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/2873/tNTKkq.jpg,https://imagizer.imageshack.com/img924/1091/Jp21F2.jpg,https://imagizer.imageshack.com/img924/4917/kGyD1g.jpg,https://imagizer.imageshack.com/img924/5431/WK4IJn.jpg,https://imagizer.imageshack.com/img922/3206/2JT01N.jpg",
Aquarius Camus EX <Revival>,Aquarius Camus,"¥11,000","¥12,100",,4/28/2022,10/22/2022,DAM,"$2,450",10/28/2022,,https://tamashiiweb.com/item/13973,Stores,Myth Cloth EX,Saint Seiya,Gold Saint,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/6181/eYLKPJ.jpg,https://imagizer.imageshack.com/img922/4130/xgtGqF.jpg,https://imagizer.imageshack.com/img924/5994/DnglFu.jpg,https://imagizer.imageshack.com/img922/7523/JCWRMx.jpg,https://imagizer.imageshack.com/img924/8259/0qwsK6.jpg,https://imagizer.imageshack.com/img923/6744/7oVkeB.jpg,https://imagizer.imageshack.com/img922/7476/dLjDHK.jpg,https://imagizer.imageshack.com/img923/6199/em5RdR.jpg,https://imagizer.imageshack.com/img923/6673/fRWWgQ.jpg,https://imagizer.imageshack.com/img922/4266/obVqH1.jpg,https://imagizer.imageshack.com/img923/2966/smIWTX.jpg",
Andormeda Shun ~Final Bronze Cloth~ EX,Andromeda Shun,"¥10,000","¥11,000",,4/5/2022,9/17/2022,DAM,"$2,150",9/30/2022,,https://tamashiiweb.com/item/13938,Stores,Myth Cloth EX,Saint Seiya,Bronze Saint V3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/476/OEKG0N.jpg,https://imagizer.imageshack.com/img924/8854/oApVFy.jpg,https://imagizer.imageshack.com/img923/4638/EKdJZH.jpg,https://imagizer.imageshack.com/img924/185/AlxbKJ.jpg,https://imagizer.imageshack.com/img923/4056/57Imtg.jpg,https://imagizer.imageshack.com/img923/9405/wp4jyo.jpg,https://imagizer.imageshack.com/img922/8045/kdE1ox.jpg,https://imagizer.imageshack.com/img923/7899/AmQWzB.jpg,https://imagizer.imageshack.com/img922/5510/XlQeLO.jpg,https://imagizer.imageshack.com/img923/7558/KauGev.jpg",
Steel Saint Land Cloth Daichi <Revival>,Land Cloth Daichi,"¥8,000","¥8,800",,3/4/2022,8/22/2022,DAM,"$2,100",8/26/2022,,https://tamashiiweb.com/item/13953,Tamashii Web Shop,Myth Cloth,Saint Seiya,Steel,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/5642/7qMq1m.jpg,https://imagizer.imageshack.com/img924/8044/uJ3PJu.jpg,https://imagizer.imageshack.com/img923/6931/fRu5fe.jpg,https://imagizer.imageshack.com/img924/8977/zye8cE.jpg,https://imagizer.imageshack.com/img922/3581/GN50Tp.jpg,https://imagizer.imageshack.com/img924/1600/MFam9c.jpg,https://imagizer.imageshack.com/img923/1351/8vP1T2.jpg,https://imagizer.imageshack.com/img923/2844/Zdxm3j.jpg,https://imagizer.imageshack.com/img924/1655/ROaRvd.jpg,https://imagizer.imageshack.com/img924/200/jFh3pj.jpg",
Steel Saint Marin Cloth Ushio <Revival>,Marin Cloth Ushio,"¥8,000","¥8,800",,2/4/2022,7/25/2022,DAM,"$2,100",7/27/2022,,https://tamashiiweb.com/item/13915,Tamashii Web Shop,Myth Cloth,Saint Seiya,Steel,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/2931/lfGnGj.jpg,https://imagizer.imageshack.com/img922/9751/MliSpQ.jpg,https://imagizer.imageshack.com/img924/9844/Pcsm8l.jpg,https://imagizer.imageshack.com/img924/5480/FZ3q3C.jpg,https://imagizer.imageshack.com/img923/1733/7kV3kk.jpg,https://imagizer.imageshack.com/img923/3669/IN7WSa.jpg,https://imagizer.imageshack.com/img923/7874/h34xHs.jpg,https://imagizer.imageshack.com/img924/9237/McgxDt.jpg,https://imagizer.imageshack.com/img924/1944/2lBRpx.jpg,https://imagizer.imageshack.com/img923/9822/WOeQQa.jpg",
Garuda Aiacos EX OCE,Garuda Aiacos,"¥15,000","¥16,500",,1/28/2022,6/17/2022,DAM,"$3,850",6/30/2022,,https://tamashiiweb.com/item/13912,Tamashii Web Shop,Myth Cloth EX,Saint Seiya,Judge,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/1660/Zx4iOh.jpg,https://imagizer.imageshack.com/img923/8347/BcBMqF.jpg,https://imagizer.imageshack.com/img923/3437/Op9U78.jpg,https://imagizer.imageshack.com/img922/5138/YuHD5K.jpg,https://imagizer.imageshack.com/img924/8580/SZgHzx.jpg,https://imagizer.imageshack.com/img922/144/mARuF6.jpg,https://imagizer.imageshack.com/img922/5319/iEpdoQ.jpg,https://imagizer.imageshack.com/img924/1291/MDh937.jpg,https://imagizer.imageshack.com/img922/381/HgmT9B.jpg,https://imagizer.imageshack.com/img923/8480/Bq4w0j.jpg",
Gemini Kanon EX <Revival>,Gemini Kanon,"¥10,000","¥11,000",,11/11/2021,5/25/2022,DAM,"$2,750",5/27/2022,,https://tamashiiweb.com/item/13827,Tamashii Web Shop,Myth Cloth EX,Saint Seiya,Gold Saint,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/4743/UB0QZZ.jpg,https://imagizer.imageshack.com/img922/4637/wrPpmT.jpg,https://imagizer.imageshack.com/img922/1926/ktuo6u.jpg,https://imagizer.imageshack.com/img923/3963/Z9XB6e.jpg,https://imagizer.imageshack.com/img924/5286/HsBtTR.jpg,https://imagizer.imageshack.com/img924/4018/FpPJ81.jpg,https://imagizer.imageshack.com/img924/888/pI0BVD.jpg,https://imagizer.imageshack.com/img923/7096/7xCB9t.jpg,https://imagizer.imageshack.com/img924/4333/2WM81M.jpg,https://imagizer.imageshack.com/img923/4408/2Q86BF.jpg",
Dragon Shiryu ~Final Bronze Cloth~ EX,Dragon Shiryu,"¥9,000","¥9,900",,12/3/2021,4/23/2022,DAM,"$2,250",5/13/2022,,https://tamashiiweb.com/item/13819,Stores,Myth Cloth EX,Saint Seiya,Bronze Saint V3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/4721/UNYhQn.jpg,https://imagizer.imageshack.com/img923/7770/5IkJFy.jpg,https://imagizer.imageshack.com/img924/2305/kFWaPF.jpg,https://imagizer.imageshack.com/img923/2756/hvGtFq.jpg,https://imagizer.imageshack.com/img924/830/15lcgp.jpg,https://imagizer.imageshack.com/img923/4701/PMjDR2.jpg,https://imagizer.imageshack.com/img924/1964/BW6Jgv.jpg,https://imagizer.imageshack.com/img924/9852/8ejNdJ.jpg,https://imagizer.imageshack.com/img922/4663/sPlOW8.jpg,https://imagizer.imageshack.com/img922/108/ffq3a0.jpg",
Limnades Kasa EX,Limnades Casa,"¥11,000","¥12,100",,10/29/2021,4/15/2022,DAM,"$2,700",4/18/2022,,https://tamashiiweb.com/item/13815,Tamashii Web Shop,Myth Cloth EX,Saint Seiya,Poseidon Scale,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Sold via tamahii.mx in Mexico,,,"https://imagizer.imageshack.com/img924/711/JDVd5Y.jpg,https://imagizer.imageshack.com/img923/8493/hq5xj7.jpg,https://imagizer.imageshack.com/img924/2540/DofRVh.jpg,https://imagizer.imageshack.com/img922/4555/x9MTry.jpg,https://imagizer.imageshack.com/img922/7576/HagMb5.jpg,https://imagizer.imageshack.com/img924/9206/mClxHm.jpg,https://imagizer.imageshack.com/img923/6229/THxzOW.jpg,https://imagizer.imageshack.com/img924/3152/1VpH1b.jpg,https://imagizer.imageshack.com/img923/7636/OWuQzI.jpg,https://imagizer.imageshack.com/img923/1723/pObowE.jpg",
Gemini Saga Gold 24K EX (Restock),Gemini Saga,"¥22,000","¥24,200",,11/19/2021,4/2022,,,,,https://tamashiiweb.com/item/13841,Tamashii Web Shop,Myth Cloth EX,Saint Seiya,Gold Saint,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Lottery Sale,,,"https://imagizer.imageshack.com/img924/3810/GyxRPm.jpg,https://imagizer.imageshack.com/img924/9459/PRtXvm.jpg,https://imagizer.imageshack.com/img922/1592/Prktfx.jpg,https://imagizer.imageshack.com/img922/424/iSG4fH.jpg,https://imagizer.imageshack.com/img922/1526/WmzU5U.jpg,https://imagizer.imageshack.com/img923/9043/ule4YW.jpg,https://imagizer.imageshack.com/img924/2682/DomdsX.jpg,https://imagizer.imageshack.com/img923/2805/LsWItx.jpg,https://imagizer.imageshack.com/img922/5961/RJqN0O.jpg,https://imagizer.imageshack.com/img923/2248/7GN2I8.jpg",
